Datafile,Gene,chr,No,Region,Ingroup,Outgroup,n,Sites,NetSites,S,Eta,Hap,Hd,VarHd,Pi,VarPi,AvNumDif,ThetaNuc,ThetaG,ZnS,G+Cn,G+Gc,G+Ctot,TajimaD,SigD,FuLiD*,SigD,FuLiF*,SigF,FuFs
evm.TU.Chr2.242,rna-CPHLJ_2g1820,Chr2,584,        1-655,23,0,23,655,655,1,1,2,0.237,0.01098,0.000362,n.d.,0.2372,0.000414,0.2709,n.a.,0.3361,0,0.3361,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr2.243,rna-CPHLJ_2g1830,Chr2,585,       1-1648,23,0,23,1648,1648,2,2,2,0.237,0.01098,0.000288,n.d.,0.4743,0.000329,0.5419,n.a.,0.3378,0,0.3378,-0.2782,n.s.,0.8437,n.s.,0.6164,n.s.,1.378
evm.TU.Chr2.244,rna-CPHLJ_2g1840,Chr2,586,       1-1572,23,0,23,1572,1572,2,2,2,0.237,0.01098,0.000302,n.d.,0.4743,0.000345,0.5419,n.a.,0.3371,0,0.3371,-0.2782,n.s.,0.8437,n.s.,0.6164,n.s.,1.378
evm.TU.Chr2.245,rna-CPHLJ_2g1850,Chr2,587,        1-978,23,0,23,978,978,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3773,0,0.3773,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.246,rna-CPHLJ_2g1860,Chr2,588,       1-3855,23,0,23,3855,3855,5,5,4,0.621,0.00684,0.000502,n.d.,1.9368,0.000351,1.3547,0.3632,0.3272,0,0.3272,1.2604,n.s.,1.1708,n.s.,1.3846,n.s.,1.914
evm.TU.Chr2.247,rna-CPHLJ_2g1870,Chr2,589,        1-942,23,0,23,942,942,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4342,0,0.4342,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.248,rna-CPHLJ_2g1880,Chr2,590,       1-2349,23,0,23,2349,2349,2,2,3,0.609,0.00578,0.00039,n.d.,0.917,0.000231,0.5419,n.a.,0.3075,0,0.3075,1.5443,n.s.,0.8437,n.s.,1.1918,n.s.,1.154
evm.TU.Chr2.249,rna-CPHLJ_2g1900,Chr2,591,       1-1002,23,0,23,1002,1002,4,4,2,0.498,0.00285,0.001988,n.d.,1.9921,0.001082,1.0838,1,0.3579,0,0.3579,2.3217,*   ,1.0898,n.s.,1.6611,*   ,5.599
evm.TU.Chr2.250,rna-CPHLJ_2g1910,Chr2,592,       1-1632,23,0,23,1632,1632,3,3,2,0.498,0.00285,0.000915,n.d.,1.4941,0.000498,0.8128,1,0.4108,0,0.4108,2.1368,*   ,0.9855,n.s.,1.5066,#   ,4.408
evm.TU.Chr2.251,rna-CPHLJ_2g1920,Chr2,593,       1-3435,23,0,23,3435,3435,4,4,4,0.735,0.00215,0.000476,n.d.,1.6364,0.000316,1.0838,0.3311,0.2996,0,0.2996,1.4124,n.s.,1.0898,n.s.,1.3645,n.s.,1.408
evm.TU.Chr2.252,rna-CPHLJ_2g1930,Chr2,594,        1-495,23,0,23,495,495,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3535,0,0.3535,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.253,rna-CPHLJ_2g1940,Chr2,595,        1-711,23,0,23,711,711,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3502,0,0.3502,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.254,rna-CPHLJ_2g1950,Chr2,596,       1-1974,23,0,23,1974,1974,1,1,2,0.356,0.00991,0.00018,n.d.,0.3557,0.000137,0.2709,n.a.,0.3145,0,0.3145,0.535,n.s.,0.6287,n.s.,0.692,n.s.,0.879
evm.TU.Chr2.255,rna-CPHLJ_2g1960,Chr2,597,       1-2121,23,0,23,2121,2121,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.347,0,0.347,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.256,rna-CPHLJ_2g1970,Chr2,598,       1-3183,23,0,23,3183,3183,1,1,2,0.403,0.00826,0.000127,n.d.,0.4032,0.000085,0.2709,n.a.,0.3048,0,0.3048,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr2.257,rna-CPHLJ_2g1980,Chr2,599,       1-1107,23,0,23,1107,1107,2,2,2,0.403,0.00826,0.000728,n.d.,0.8063,0.00049,0.5419,n.a.,0.3257,0,0.3257,1.0887,n.s.,0.8437,n.s.,1.0479,n.s.,2.516
evm.TU.Chr2.258,rna-CPHLJ_2g1990,Chr2,600,        1-690,23,0,23,690,690,1,1,2,0.474,0.00447,0.000687,n.d.,0.4743,0.000393,0.2709,n.a.,0.3367,0,0.3367,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr2.259,rna-CPHLJ_2g2000,Chr2,601,        1-976,23,0,23,976,976,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3637,0,0.3637,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.260,rna-CPHLJ_2g2010,Chr2,602,        1-804,23,0,23,804,804,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.352,0,0.352,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.261,rna-CPHLJ_2g2020,Chr2,603,        1-627,23,0,23,627,627,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3732,0,0.3732,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.262,rna-CPHLJ_2g2030,Chr2,604,        1-603,23,0,23,603,603,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3201,0,0.3201,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.263,rna-CPHLJ_2g2040,Chr2,605,       1-1206,23,0,23,1206,1206,1,1,2,0.403,0.00826,0.000334,n.d.,0.4032,0.000225,0.2709,n.a.,0.3112,0,0.3112,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr2.264,rna-CPHLJ_2g2050,Chr2,606,        1-780,23,0,23,780,780,1,1,2,0.166,0.00952,0.000213,n.d.,0.166,0.000347,0.2709,n.a.,0.3783,0,0.3783,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr2.265,rna-CPHLJ_2g2060,Chr2,607,       1-2190,23,0,23,2190,2190,4,4,4,0.636,0.00375,0.000772,n.d.,1.6917,0.000495,1.0838,0.4799,0.3225,0,0.3225,1.5539,n.s.,1.0898,n.s.,1.4106,n.s.,1.504
evm.TU.Chr2.266,rna-CPHLJ_2g2070,Chr2,608,       1-1584,23,0,23,1584,1584,3,3,3,0.609,0.00578,0.000634,n.d.,1.004,0.000513,0.8128,0.3829,0.3717,0,0.3717,0.5995,n.s.,0.9855,n.s.,1.0124,n.s.,1.371
evm.TU.Chr2.267,rna-CPHLJ_2g2080,Chr2,609,       1-1091,23,0,23,1091,1091,5,5,5,0.806,0.00133,0.001543,n.d.,1.6838,0.001242,1.3547,0.1421,0.3235,0,0.3235,0.7126,n.s.,1.1708,n.s.,1.2037,n.s.,0.428
evm.TU.Chr2.268,rna-CPHLJ_2g2090,Chr2,610,       1-3009,23,0,23,3009,3009,4,4,3,0.648,0.00298,0.000515,n.d.,1.5494,0.00036,1.0838,0.4082,0.3353,0,0.3353,1.1902,n.s.,1.0898,n.s.,1.2919,n.s.,2.578
evm.TU.Chr2.269,rna-CPHLJ_2g2100,Chr2,611,        1-513,23,0,23,513,513,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3392,0,0.3392,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.270,rna-CPHLJ_2g2110,Chr2,612,        1-564,23,0,23,564,564,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3706,0,0.3706,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.271,rna-CPHLJ_2g2120,Chr2,613,        1-282,23,0,23,282,282,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4362,0,0.4362,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.272,#N/A,Chr2,614,       1-4278,23,0,23,4278,4268,1,1,2,0.166,0.00952,0.000039,n.d.,0.166,0.000063,0.2709,n.a.,0.3859,0,0.3859,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr2.273,rna-CPHLJ_2g2140,Chr2,615,       1-5364,23,0,23,5364,5364,5,5,5,0.668,0.00619,0.000436,n.d.,2.3399,0.000253,1.3547,0.6162,0.2898,0,0.2898,2.1335,*   ,1.1708,n.s.,1.6728,*   ,1.388
evm.TU.Chr2.274,rna-CPHLJ_2g2150,Chr2,616,        1-408,23,0,23,408,408,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2892,0,0.2892,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.275,rna-CPHLJ_2g2160,Chr2,617,       1-2946,23,0,23,2946,2946,3,3,5,0.739,0.00391,0.000373,n.d.,1.0988,0.000276,0.8128,0.0858,0.2853,0,0.2853,0.897,n.s.,0.9855,n.s.,1.1081,n.s.,-0.695
evm.TU.Chr2.276,rna-CPHLJ_2g2170,Chr2,618,       1-1671,23,0,23,1671,1671,2,2,3,0.522,0.00843,0.000341,n.d.,0.5692,0.000324,0.5419,n.a.,0.3505,0,0.3505,0.1123,n.s.,0.8437,n.s.,0.7397,n.s.,0.137
evm.TU.Chr2.277,rna-CPHLJ_2g2180,Chr2,619,        1-330,23,0,23,330,330,1,1,2,0.166,0.00952,0.000503,n.d.,0.166,0.000821,0.2709,n.a.,0.3452,0,0.3452,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr2.278,rna-CPHLJ_2g2190,Chr2,620,       1-1209,23,0,23,1209,1209,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.33,0,0.33,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.279,rna-CPHLJ_2g2200,Chr2,621,        1-288,23,0,23,288,288,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4271,0,0.4271,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.280,rna-CPHLJ_2g2210,Chr2,622,       1-1354,23,0,23,1354,1354,2,2,3,0.53,0.00502,0.000718,n.d.,0.9723,0.0004,0.5419,n.a.,0.3252,0,0.3252,1.7722,#   ,0.8437,n.s.,1.2637,n.s.,1.294
evm.TU.Chr2.281,rna-CPHLJ_2g2220,Chr2,623,       1-1092,23,0,23,1092,1092,1,1,2,0.474,0.00447,0.000434,n.d.,0.4743,0.000248,0.2709,n.a.,0.3251,0,0.3251,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr2.282,rna-CPHLJ_2g2230,Chr2,624,       1-2508,23,0,23,2508,2508,1,1,2,0.474,0.00447,0.000189,n.d.,0.4743,0.000108,0.2709,n.a.,0.3117,0,0.3117,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr2.283,rna-CPHLJ_2g2240,Chr2,625,       1-1410,23,0,23,1410,1410,1,1,2,0.474,0.00447,0.000336,n.d.,0.4743,0.000192,0.2709,n.a.,0.3331,0,0.3331,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr2.284,rna-CPHLJ_2g2250,Chr2,626,        1-852,23,0,23,852,852,1,1,2,0.237,0.01098,0.000278,n.d.,0.2372,0.000318,0.2709,n.a.,0.325,0,0.325,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr2.285,rna-CPHLJ_2g2260,Chr2,627,       1-2046,23,0,23,2046,2046,3,3,4,0.684,0.00435,0.00044,n.d.,0.9012,0.000397,0.8128,0.0863,0.3135,0,0.3135,0.2771,n.s.,0.9855,n.s.,0.9088,n.s.,-0.105
evm.TU.Chr2.286,rna-CPHLJ_2g2270,Chr2,628,       1-1050,23,0,23,1050,1050,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3152,0,0.3152,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.287,rna-CPHLJ_2g2280,Chr2,629,       1-1674,23,0,23,1674,1674,1,1,2,0.474,0.00447,0.000283,n.d.,0.4743,0.000162,0.2709,n.a.,0.3297,0,0.3297,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr2.288,rna-CPHLJ_2g2290,Chr2,630,       1-1014,23,0,23,1014,1014,2,2,3,0.423,0.01084,0.000748,n.d.,0.7589,0.000534,0.5419,n.a.,0.3067,0,0.3067,0.8934,n.s.,0.8437,n.s.,0.9863,n.s.,0.729
evm.TU.Chr2.289,rna-CPHLJ_2g2300,Chr2,631,       1-1458,23,0,23,1458,1458,1,1,2,0.403,0.00826,0.000277,n.d.,0.4032,0.000186,0.2709,n.a.,0.353,0,0.353,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr2.290,rna-CPHLJ_2g2310,Chr2,632,       1-1653,23,0,23,1653,1653,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3243,0,0.3243,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.291,rna-CPHLJ_2g2320,Chr2,633,       1-5052,23,0,23,5052,5052,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3317,0,0.3317,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.292,0,Chr2,634,        1-393,23,0,23,393,393,1,1,2,0.166,0.00952,0.000422,n.d.,0.166,0.000689,0.2709,n.a.,0.3005,0,0.3005,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr2.293,rna-CPHLJ_2g2340,Chr2,635,       1-4956,23,0,23,4956,4956,3,3,4,0.731,0.00227,0.000195,n.d.,0.9644,0.000164,0.8128,0.0632,0.3192,0,0.3192,0.4755,n.s.,0.9855,n.s.,0.9725,n.s.,0.054
evm.TU.Chr2.294,rna-CPHLJ_2g2350,Chr2,636,       1-1671,23,0,23,1671,1671,1,1,2,0.403,0.00826,0.000241,n.d.,0.4032,0.000162,0.2709,n.a.,0.3428,0,0.3428,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr2.295,rna-CPHLJ_2g2360,Chr2,637,       1-6039,23,0,23,6039,6039,1,1,2,0.514,0.00168,0.000085,n.d.,0.5138,0.000045,0.2709,n.a.,0.3111,0,0.3111,1.5327,n.s.,0.6287,n.s.,0.9996,n.s.,1.53
evm.TU.Chr2.296,rna-CPHLJ_2g2370,Chr2,638,        1-390,23,0,23,390,390,2,2,3,0.482,0.0105,0.001338,n.d.,0.5217,0.001389,0.5419,n.a.,0.3022,0,0.3022,-0.0829,n.s.,0.8437,n.s.,0.6781,n.s.,-0.033
evm.TU.Chr2.297,rna-CPHLJ_2g2380,Chr2,639,        1-766,23,0,23,766,766,1,1,2,0.166,0.00952,0.000217,n.d.,0.166,0.000354,0.2709,n.a.,0.3499,0,0.3499,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr2.298,rna-CPHLJ_2g2390,Chr2,640,       1-1050,23,0,23,1050,1050,3,3,3,0.577,0.00473,0.001062,n.d.,1.1146,0.000774,0.8128,0.3672,0.299,0,0.299,0.9466,n.s.,0.9855,n.s.,1.124,n.s.,1.635
evm.TU.Chr2.299,rna-CPHLJ_2g2400,Chr2,641,       1-3900,23,0,23,3900,3900,1,1,2,0.356,0.00991,0.000091,n.d.,0.3557,0.000069,0.2709,n.a.,0.3367,0,0.3367,0.535,n.s.,0.6287,n.s.,0.692,n.s.,0.879
evm.TU.Chr2.300,rna-CPHLJ_2g2410,Chr2,642,        1-483,23,0,23,483,483,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3085,0,0.3085,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.301,rna-CPHLJ_2g2420,Chr2,643,       1-1458,23,0,23,1458,1458,1,1,2,0.522,0.00107,0.000358,n.d.,0.5217,0.000186,0.2709,n.a.,0.309,0,0.309,1.5826,n.s.,0.6287,n.s.,1.0149,n.s.,1.559
evm.TU.Chr2.302,rna-CPHLJ_2g2430,Chr2,644,       1-1048,23,0,23,1048,1048,4,4,4,0.672,0.00598,0.001131,n.d.,1.1858,0.001034,1.0838,0.2679,0.3332,0,0.3332,0.2607,n.s.,1.0898,n.s.,0.9887,n.s.,0.552
evm.TU.Chr2.303,rna-CPHLJ_2g2440,Chr2,645,        1-513,23,0,23,513,513,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3236,0,0.3236,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.304,rna-CPHLJ_2g2450,Chr2,646,        1-504,23,0,23,504,504,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3671,0,0.3671,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.305,rna-CPHLJ_2g2460,Chr2,647,        1-426,23,0,23,426,426,1,1,2,0.474,0.00447,0.001113,n.d.,0.4743,0.000636,0.2709,n.a.,0.3248,0,0.3248,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr2.306,rna-CPHLJ_2g2470,Chr2,648,        1-711,23,0,23,711,711,1,1,2,0.498,0.00285,0.0007,n.d.,0.498,0.000381,0.2709,n.a.,0.3114,0,0.3114,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr2.307,rna-CPHLJ_2g2480,Chr2,649,       1-1365,23,0,23,1365,1365,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3634,0,0.3634,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.308,0,Chr2,650,       1-1145,23,0,23,1145,1145,3,3,3,0.632,0.00269,0.000863,n.d.,0.9881,0.00071,0.8128,0.4103,0.2721,0,0.2721,0.5499,n.s.,0.9855,n.s.,0.9965,n.s.,1.333
evm.TU.Chr2.309,rna-CPHLJ_2g2490,Chr2,651,        1-903,23,0,23,903,903,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2957,0,0.2957,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.310,rna-CPHLJ_2g2500,Chr2,652,       1-1749,23,0,23,1749,1749,2,2,3,0.316,0.01386,0.00019,n.d.,0.332,0.00031,0.5419,n.a.,0.2945,0,0.2945,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,-0.872
evm.TU.Chr2.311,rna-CPHLJ_2g2510,Chr2,653,       1-2277,23,0,23,2277,2276,3,3,4,0.723,0.00144,0.000597,n.d.,1.3597,0.000357,0.8128,0.415,0.3385,0,0.3385,1.7152,#   ,0.9855,n.s.,1.3711,n.s.,0.901
evm.TU.Chr2.312,rna-CPHLJ_2g2520,Chr2,654,        1-663,23,0,23,663,663,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3273,0,0.3273,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.313,rna-CPHLJ_2g2525,Chr2,655,       1-1002,23,0,23,1002,1002,3,3,3,0.316,0.01386,0.000497,n.d.,0.498,0.000811,0.8128,0.3394,0.3053,0,0.3053,-0.9874,n.s.,0.9855,n.s.,0.5022,n.s.,-0.122
evm.TU.Chr2.314,rna-CPHLJ_2g2530,Chr2,656,       1-1149,23,0,23,1149,1149,31,31,9,0.846,0.00257,0.011586,n.d.,13.3123,0.00731,8.3992,0.3515,0.3678,0,0.3678,2.2297,*   ,1.6858,**  ,2.167,**  ,4.721
evm.TU.Chr2.315,rna-CPHLJ_2g2535,Chr2,657,        1-465,23,0,23,465,465,1,1,2,0.166,0.00952,0.000357,n.d.,0.166,0.000583,0.2709,n.a.,0.3525,0,0.3525,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr2.316,rna-CPHLJ_2g2540,Chr2,658,        1-306,23,0,23,306,306,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3725,0,0.3725,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.317,rna-CPHLJ_2g2550,Chr2,659,       1-5610,23,0,23,5610,5608,11,11,11,0.87,0.00255,0.000603,n.d.,3.3834,0.000531,2.9804,0.1417,0.3078,0,0.3078,0.4628,n.s.,1.4375,*   ,1.3372,n.s.,-2.707
evm.TU.Chr2.318,0,Chr2,660,       1-2124,23,0,23,2124,2124,45,45,12,0.917,0.00118,0.008389,n.d.,17.8182,0.00574,12.1924,0.2597,0.3453,0,0.3453,1.7962,#   ,1.7427,**  ,2.0602,**  ,2.941
evm.TU.Chr2.319,rna-CPHLJ_2g2570,Chr2,661,        1-597,23,0,23,597,597,4,4,4,0.672,0.00353,0.001933,n.d.,1.1542,0.001815,1.0838,0.1842,0.3525,0,0.3525,0.1799,n.s.,1.0898,n.s.,0.9624,n.s.,0.485
evm.TU.Chr2.320,rna-CPHLJ_2g2580,Chr2,662,       1-7071,23,0,23,7071,7071,11,11,10,0.862,0.00239,0.000518,n.d.,3.6601,0.000421,2.9804,0.1226,0.3281,0,0.3281,0.7805,n.s.,1.4375,*   ,1.4466,#   ,-1.481
evm.TU.Chr2.321,0,Chr2,663,       1-1667,23,0,23,1667,1667,5,5,7,0.814,0.00253,0.001114,n.d.,1.8577,0.000813,1.3547,0.1472,0.3027,0,0.3027,1.0892,n.s.,1.1708,n.s.,1.3281,n.s.,-1.151
evm.TU.Chr2.322,rna-CPHLJ_2g2610,Chr2,664,       1-7887,23,0,23,7887,7887,3,3,4,0.755,0.00171,0.000146,n.d.,1.1542,0.000103,0.8128,0.1263,0.3261,0,0.3261,1.0706,n.s.,0.9855,n.s.,1.1639,n.s.,0.485
evm.TU.Chr2.323,rna-CPHLJ_2g2620,Chr2,665,       1-2130,23,0,23,2130,2130,4,4,5,0.684,0.0068,0.00052,n.d.,1.1067,0.000509,1.0838,0.1389,0.2986,0,0.2986,0.0587,n.s.,1.0898,n.s.,0.9228,n.s.,-0.676
evm.TU.Chr2.324,rna-CPHLJ_2g2630,Chr2,666,       1-1977,23,0,23,1977,1976,2,2,3,0.597,0.00542,0.00038,n.d.,0.751,0.000274,0.5419,n.a.,0.311,0,0.311,0.8609,n.s.,0.8437,n.s.,0.976,n.s.,0.706
evm.TU.Chr2.325,rna-CPHLJ_2g2640,Chr2,667,        1-531,23,0,23,531,531,1,1,2,0.522,0.00107,0.000983,n.d.,0.5217,0.00051,0.2709,n.a.,0.3946,0,0.3946,1.5826,n.s.,0.6287,n.s.,1.0149,n.s.,1.559
evm.TU.Chr2.326,rna-CPHLJ_2g2650,Chr2,668,       1-1197,23,0,23,1197,1197,1,1,2,0.514,0.00168,0.000429,n.d.,0.5138,0.000226,0.2709,n.a.,0.3345,0,0.3345,1.5327,n.s.,0.6287,n.s.,0.9996,n.s.,1.53
evm.TU.Chr2.327,#N/A,Chr2,669,       1-1329,23,0,23,1329,1329,1,1,2,0.474,0.00447,0.000357,n.d.,0.4743,0.000204,0.2709,n.a.,0.3474,0,0.3474,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr2.328,#N/A,Chr2,670,       1-1257,23,0,23,1257,1257,5,5,5,0.806,0.00133,0.001094,n.d.,1.3755,0.001078,1.3547,0.1393,0.3171,0,0.3171,0.045,n.s.,1.1708,n.s.,0.9833,n.s.,-0.113
evm.TU.Chr2.329,rna-CPHLJ_2g2680,Chr2,671,       1-4467,23,0,23,4467,4467,11,11,10,0.87,0.00214,0.000708,n.d.,3.1621,0.000667,2.9804,0.1618,0.2905,0,0.2905,0.2086,n.s.,1.4375,*   ,1.2498,n.s.,-2.035
evm.TU.Chr2.330,rna-CPHLJ_2g2690,Chr2,672,        1-702,23,0,23,702,702,1,1,2,0.166,0.00952,0.000236,n.d.,0.166,0.000386,0.2709,n.a.,0.3204,0,0.3204,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr2.331,rna-CPHLJ_2g2700,Chr2,673,       1-1500,23,0,23,1500,1500,2,2,3,0.632,0.00416,0.000548,n.d.,0.8221,0.000361,0.5419,n.a.,0.3855,0,0.3855,1.1538,n.s.,0.8437,n.s.,1.0685,n.s.,0.905
evm.TU.Chr2.332,rna-CPHLJ_2g2710,Chr2,674,       1-1872,23,0,23,1872,1872,3,3,3,0.522,0.00843,0.000519,n.d.,0.9723,0.000434,0.8128,0.3557,0.292,0,0.292,0.5003,n.s.,0.9855,n.s.,0.9805,n.s.,1.294
evm.TU.Chr2.333,rna-CPHLJ_2g2720,Chr2,675,       1-3147,23,0,23,3147,3147,6,6,6,0.668,0.00996,0.000404,n.d.,1.2727,0.000517,1.6257,0.1478,0.3134,0,0.3134,-0.6644,n.s.,1.2361,n.s.,0.7988,n.s.,-1.317
evm.TU.Chr2.334,rna-CPHLJ_2g2730,Chr2,676,       1-4530,23,0,23,4530,4530,9,9,7,0.846,0.00167,0.000632,n.d.,2.8617,0.000538,2.4385,0.1852,0.2954,0,0.2954,0.575,n.s.,1.3744,*   ,1.3248,n.s.,0.171
evm.TU.Chr2.335,rna-CPHLJ_2g2740,Chr2,677,       1-1674,23,0,23,1674,1673,1,1,2,0.498,0.00285,0.000298,n.d.,0.498,0.000162,0.2709,n.a.,0.2501,0,0.2501,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr2.336,rna-CPHLJ_2g2750,Chr2,678,       1-4119,23,0,23,4119,4119,4,4,4,0.767,0.00149,0.000384,n.d.,1.581,0.000263,1.0838,0.2729,0.28,0,0.28,1.271,n.s.,1.0898,n.s.,1.3183,n.s.,1.31
evm.TU.Chr2.337,rna-CPHLJ_2g2760,Chr2,679,       1-2115,23,0,23,2115,2115,5,5,5,0.672,0.00647,0.000964,n.d.,2.0395,0.000641,1.3547,0.3717,0.2969,0,0.2969,1.483,n.s.,1.1708,n.s.,1.458,#   ,0.97
evm.TU.Chr2.338,rna-CPHLJ_2g2770,Chr2,680,       1-6615,23,0,23,6615,6614,18,18,11,0.889,0.00186,0.000831,n.d.,5.4941,0.000737,4.877,0.1168,0.2999,0,0.2999,0.4608,n.s.,1.5727,**  ,1.4439,#   ,-0.811
evm.TU.Chr2.339,0,Chr2,681,        1-315,23,0,23,315,315,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.254,0,0.254,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr2.340,rna-CPHLJ_2g2780,Chr2,682,        1-243,23,0,23,243,243,1,1,2,0.403,0.00826,0.001659,n.d.,0.4032,0.001115,0.2709,n.a.,0.3056,0,0.3056,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
